Date,SPX Index,RTY Index,NDX Index,INDU Index,S5FINL Index,S5INFT Index,S5HLTH Index,S5TELS Index,S5INDU Index,S5COND Index,S5CONS Index,S5ENRS Index,S5MATR Index,S5RLST Index,S5UTIL Index,MXWD Index,MXWDEWGT Index,MXWO Index,MXEA Index,SX5E Index,SXXP Index,UKX Index,NKY Index,TPX Index,SPTSX60 Index,DAX Index,CAC Index,AEX Index,FTSEMIB Index,IBEX Index,OMX Index,AS51 Index,MXEF Index,XIN9I Index,HSI Index,KOSPI Index,TWSE Index,SENSEX Index,MXLA Index,WN1 Comdty,UXY1 Comdty,TY1 Comdty,FV1 Comdty,TU1 Comdty,CN1 Comdty,UB1 Comdty,RX1 Comdty,OE1 Comdty,DU1 Comdty,OAT1 Comdty,G 1 Comdty,IK1 Comdty,JB1 Comdty,XM1 Comdty,TFT1 Comdty,DW1 Comdty,KAA1 Comdty,LEGATRUH Index,LGTRTRUH Index,H03454US Index,H03450US Index,LGCPTRUH Index,LG30TRUH Index,LG20TRUH Index,LUATTRUU Index,EURUSD Curncy,JPYUSD Curncy,GBPUSD Curncy,CHFUSD Curncy,SEKUSD Curncy,CADUSD Curncy,AD1 Curncy,NZDUSD Curncy,CNYUSD Curncy,BRLUSD Curncy,MXNUSD Curncy,KRWUSD Curncy,CL1 Comdty,HG1 Comdty,NG1 Comdty,GC1 Comdty,SI1 Comdty,PL1 Comdty,SCO1 Comdty,PA1 Comdty,C 1 Comdty,W 1 Comdty,S 1 Comdty,VIX Index
Date,S&P500,R.2000,NASDAQ,Dow,Financial,Technology,Health Care,Communication,Industrial,Con. Disc,Con. Staples,Energy,Material,Real Estate,Utilities,ACWI,ACWI (EW),MSCI World,MSCI EAFE,EUROSTOXX50,STOXX600,FTSE100,Nikkei225,Topix,TSX60,DAX,CAC40,AEX,FTSE MIB,IBEX35,OMXS30,ASX200,MSCI EM,China A50,HangSeng,Kospi,TAIEX,SENSEX,MSCI Latin,US 30Y,US Ultra 10Y,US 10Y,US 5Y,US 2Y,Canada 10Y,Germany 30Y,Germany 10Y,Germany 5Y,Germany 2Y,France 10Y,UK 10Y,Italy 10Y,Japan 10Y,Australia 10Y,China 10Y,Mexico 10Y,Korea 10Y,Bbg Global Agg,Bbg Global Treasury,Bbg Global Treasury LT,Bbg Global Treasury ST,Bbg Global Corporate,Bbg Global HY,Bbg EM USD,Bbg US Treasury,EUR,JPY,GBP,CHF,SEK,CAD,AUD,NZD,CNY,BRL,MXN,KRW,WTI,Copper,Natural Gas(US),Gold,Silver,Platinum,Iron Ore,Palladium,Corn,Wheat,Soybean,VIX
2022-11-18,3965.34,1849.732,11677.02,33745.69,586.71,2307.6,1565.77,166.31,838.94,1094.654,778.78,699.19,502.64,238.25,348.1,616.04,3279.4,2658.9,1922.38,3924.84,433.33,7385.52,27899.77,1967.03,1213.451,14431.86,6644.46,712.55,24675.18,8127.8,2087.37,7151.832,943.01,12269.57,17992.54,2444.48,14504.99,61663.48,2174.65,133.03125,118.4375,112.296875,107.6328125,102.1601563,124.74,152.22,140.18,119.87,106.84,135.52,105.7,119.24,149.38,96.385,100.47,91.0,109.9,525.8171,221.54,302.05,177.85,258.3444,490.2259,364.0178,2174.2,1.0325,0.007124,1.189,1.0474,0.094061,0.7477,66.81,0.6148,0.14046,0.1859,0.05144,0.07462,80.08,363.2,6.303,1754.4,20.997,984.3,93.9,1938.9,667.75,803.25,1428.25,23.12
2022-11-21,3949.94,1839.141,11553.45,33700.28,588.69,2281.53,1566.48,164.96,842.06,1079.211,786.39,689.46,504.54,239.96,349.83,611.38,3248.17,2640.44,1897.49,3909.28,433.06,7376.85,27944.79,1972.57,1213.127,14379.93,6634.45,710.38,24356.05,8188.4,2082.57,7139.253,931.05,12131.48,17655.91,2419.5,14449.39,61144.84,2181.15,133.5,118.4375,112.3125,107.5625,102.1015625,125.14,152.98,140.42,119.95,106.845,135.77,106.25,118.78,149.41,96.41,100.705,91.0,110.2,526.2407,221.71,302.95,177.87,258.723,490.2869,363.9529,2175.03,1.0242,0.007036,1.1823,1.0433,0.093358,0.7436,66.04,0.6101,0.13957,0.1884,0.05117,0.07379,79.73,357.15,6.776,1739.6,20.872,987.9,92.76,1853.0,659.5,799.25,1436.75,22.36
2022-11-22,4003.58,1860.441,11724.84,34098.1,594.73,2325.53,1580.33,167.15,848.4,1091.888,792.03,711.39,515.8,241.07,352.78,618.36,3266.08,2675.46,1919.94,3929.9,436.22,7452.84,28115.74,1994.75,1227.176,14422.35,6657.53,716.33,24590.5,8325.0,2096.56,7181.295,927.41,12195.31,17424.41,2405.27,14542.2,61418.96,2159.98,135.25,119.09375,112.609375,107.6875,102.09375,125.66,153.08,140.39,119.94,106.83,135.8,106.71,118.87,149.34,96.405,100.725,91.6,110.05,527.5494,222.03,304.41,177.95,259.8715,492.1668,365.2288,2183.31,1.0304,0.00708,1.1886,1.0505,0.09392,0.7477,66.485,0.6154,0.14006,0.1864,0.05144,0.0737,80.95,361.45,6.779,1739.9,21.049,995.7,92.18,1857.5,656.75,791.5,1429.75,21.29
2022-11-23,4027.26,1863.517,11838.72,34194.06,596.95,2345.86,1585.76,169.18,851.7,1106.365,794.68,703.13,517.93,241.43,356.44,623.24,3285.43,2697.39,1946.22,3946.44,438.82,7465.24,28115.74,1994.75,1230.787,14427.59,6679.09,721.45,24581.14,8331.2,2109.84,7231.766,932.3,12212.22,17523.81,2418.01,14608.54,61510.58,2156.26,137.34375,119.609375,112.953125,107.859375,102.1601563,126.0,156.66,141.15,119.97,106.765,136.83,108.07,120.27,149.34,96.41,100.87,91.675,110.19,529.8659,222.95,307.85,178.04,261.312,494.6016,367.0818,2193.1,1.0397,0.007163,1.2055,1.0608,0.095633,0.7489,67.385,0.6243,0.13967,0.1868,0.05165,0.07395,77.94,361.8,7.308,1745.6,21.367,996.8,92.43,1875.9,663.25,793.5,1436.0,20.35
2022-11-24,4027.26,1863.517,11838.72,34194.06,596.95,2345.86,1585.76,169.18,851.7,1106.365,794.68,703.13,517.93,241.43,356.44,625.96,3317.83,2706.01,1967.08,3961.99,440.84,7466.6,28383.09,2018.8,1234.121,14539.56,6707.32,722.74,24730.89,8388.1,2106.75,7241.751,945.57,12135.78,17660.9,2441.33,14784.0,62272.68,2211.81,137.34375,119.609375,112.953125,107.859375,102.1601563,126.56,159.6,142.14,120.4,106.845,137.95,107.92,121.38,149.38,96.455,101.055,92.075,111.52,530.6817,223.39,308.82,178.12,261.5893,495.118,367.3241,2193.1,1.041,0.007218,1.2113,1.0602,0.09609,0.7498,67.385,0.6264,0.13984,0.1883,0.0516,0.07528,77.94,361.8,7.308,1745.6,21.367,996.8,92.51,1875.9,663.25,793.5,1436.0,20.42
2022-11-25,4026.12,1869.191,11756.03,34347.03,599.37,2330.19,1595.63,167.99,854.86,1107.04,795.14,701.0,517.32,242.98,358.67,625.15,3309.69,2703.67,1962.94,3962.41,440.73,7486.67,28283.03,2018.0,1237.092,14541.38,6712.48,722.93,24718.81,8416.6,2116.74,7259.483,941.01,12240.59,17573.58,2437.86,14778.51,62293.64,2159.55,137.1875,119.640625,113.03125,107.8671875,102.1757813,126.84,156.46,140.49,119.71,106.69,136.12,107.03,119.44,148.97,96.425,100.785,91.875,111.58,529.5696,222.61,307.11,178.09,261.4775,496.4087,369.1705,2192.88,1.0395,0.007184,1.2092,1.0572,0.095839,0.7474,67.48,0.6247,0.13955,0.1853,0.05172,0.0755,76.28,362.75,7.024,1754.0,21.43,987.8,93.06,1821.5,668.0,775.5,1436.25,20.5
2022-11-28,3963.94,1830.964,11587.75,33849.46,588.73,2280.52,1583.67,165.39,839.42,1100.385,792.68,681.81,505.94,236.18,354.83,617.15,3275.09,2668.44,1949.01,3935.51,437.85,7474.02,28162.83,2004.31,1228.803,14383.36,6665.2,720.51,24440.88,8323.2,2096.38,7229.142,930.77,12093.45,17297.94,2408.27,14556.87,62504.8,2143.51,137.34375,119.515625,112.921875,107.828125,102.1796875,126.27,156.16,140.42,119.76,106.725,135.91,107.15,118.98,149.02,96.485,100.655,91.325,111.75,529.4619,222.61,306.81,178.15,261.3284,495.5401,369.7438,2194.77,1.034,0.007197,1.1959,1.0536,0.094752,0.7409,66.505,0.6163,0.13871,0.1864,0.0518,0.07459,77.24,361.15,6.712,1740.3,20.915,999.3,93.01,1837.1,668.75,756.75,1457.25,22.21
2022-11-29,3957.63,1836.551,11503.45,33852.53,592.65,2258.28,1579.99,164.84,844.62,1095.492,789.76,690.53,507.45,240.21,352.24,617.64,3308.15,2663.25,1945.94,3934.44,437.29,7512.0,28027.84,1992.97,1230.443,14355.45,6668.97,717.74,24465.95,8322.1,2092.24,7253.308,952.94,12557.58,18204.68,2433.39,14709.64,62681.84,2183.53,136.0625,119.109375,112.71875,107.7734375,102.1875,125.87,158.92,141.38,120.29,106.895,136.9,107.22,120.04,148.78,96.395,100.285,90.675,111.14,528.8333,222.52,305.93,178.17,260.7849,495.8402,370.5339,2188.06,1.033,0.007213,1.1952,1.0485,0.09452,0.7364,66.91,0.6201,0.13968,0.1893,0.05199,0.07535,78.2,363.0,7.235,1748.4,21.204,1008.6,93.27,1816.5,665.75,757.75,1459.5,21.89
2022-11-30,4080.11,1886.577,12030.06,34589.77,602.43,2371.98,1618.69,172.94,858.06,1133.646,804.18,694.3,519.72,245.82,361.25,630.92,3350.27,2720.89,1944.03,3964.72,440.04,7573.05,27968.99,1985.57,1239.79,14397.04,6738.55,724.1,24610.29,8363.2,2102.42,7284.172,972.29,12602.06,18597.23,2472.53,14879.55,63099.65,2233.18,135.875,119.515625,113.21875,108.2265625,102.3710938,125.94,158.3,140.88,120.03,106.78,136.55,106.36,119.3,148.72,96.47,100.4,91.3,111.0,529.9816,222.72,306.34,178.37,261.8485,498.041,372.2399,2199.79,1.0406,0.007243,1.2058,1.0574,0.09526,0.7456,67.94,0.6297,0.14104,0.1926,0.0519,0.07585,80.55,372.95,6.93,1746.0,21.55,1039.3,93.25,1845.0,662.0,771.5,1469.5,20.58
2022-12-01,4076.57,1881.678,12041.89,34395.01,598.13,2373.66,1622.56,173.45,858.03,1132.416,800.38,691.37,519.55,245.05,360.58,635.51,3389.04,2741.08,1995.94,3984.5,443.96,7558.49,28226.08,1986.46,1242.416,14490.3,6753.97,731.74,24685.67,8407.9,2125.09,7354.418,978.3,12778.19,18736.44,2479.84,15012.8,63284.19,2236.39,140.21875,121.25,114.296875,108.8828125,102.6289063,127.44,161.58,142.43,120.87,107.01,138.27,106.91,121.17,148.97,96.52,100.595,92.55,111.15,533.7751,224.09,310.76,178.68,264.5208,502.1826,375.8151,2220.66,1.052,0.00739,1.2247,1.0671,0.097046,0.7445,68.22,0.6362,0.14184,0.1926,0.05222,0.07695,81.22,381.4,6.738,1801.1,22.637,1054.9,102.94,1924.6,650.0,758.75,1429.75,19.84
2022-12-02,4071.7,1892.839,11994.26,34429.88,595.56,2360.63,1626.18,173.55,863.37,1130.286,803.89,687.2,525.28,244.03,358.89,633.54,3376.01,2733.03,1983.24,3977.9,443.29,7556.23,27777.9,1953.98,1239.135,14529.39,6742.25,731.04,24621.72,8382.6,2129.47,7301.463,973.85,12699.95,18675.35,2434.33,14970.68,62868.5,2225.28,142.03125,121.5,114.359375,108.953125,102.5976563,127.94,162.28,141.89,120.51,106.89,137.7,106.51,120.48,148.94,96.61,100.755,93.25,111.85,534.436,224.19,311.8,178.67,265.14,502.753,376.719,2226.28,1.0535,0.007445,1.228,1.067,0.096869,0.7425,68.125,0.6401,0.14179,0.1916,0.05155,0.0769,79.98,384.8,6.281,1795.9,23.038,1026.6,106.59,1879.4,635.0,737.25,1438.5,19.06
2022-12-05,3998.84,1840.222,11786.8,33947.1,580.68,2321.54,1610.11,170.94,848.65,1096.925,794.23,667.01,515.03,239.84,356.75,626.69,3374.96,2696.3,1982.92,3956.53,441.47,7567.54,27820.4,1947.9,1226.235,14447.61,6696.96,727.09,24547.84,8370.1,2139.69,7325.604,984.26,12954.42,19518.29,2419.32,14980.74,62834.6,2168.87,140.84375,120.5625,113.59375,108.3984375,102.4140625,127.51,162.9,141.77,120.44,106.895,137.66,107.3,120.72,148.83,96.635,100.635,92.05,112.2,532.8702,223.84,311.01,178.5,264.0849,502.3065,376.3646,2211.54,1.0491,0.007313,1.219,1.0609,0.096014,0.7359,66.995,0.6317,0.14366,0.1892,0.05062,0.07736,76.93,378.95,5.577,1767.4,22.199,1007.5,108.72,1839.6,628.75,715.5,1437.75,20.75
2022-12-06,3941.26,1812.575,11549.69,33596.34,575.7,2271.92,1598.13,166.54,838.91,1079.116,788.85,649.35,510.5,237.95,359.12,618.82,3348.3,2662.07,1970.04,3939.19,438.92,7521.39,27885.87,1950.22,1211.993,14343.19,6687.79,723.68,24265.45,8331.9,2111.28,7291.266,972.93,13087.63,19441.18,2393.16,14728.88,62626.36,2185.35,143.15625,121.46875,114.09375,108.640625,102.4726563,128.12,164.7,142.64,120.88,107.005,138.48,107.49,121.53,148.84,96.605,100.49,91.85,112.49,534.2769,224.38,312.75,178.62,265.195,500.7087,375.9194,2220.7,1.0467,0.007299,1.2133,1.0616,0.09601,0.7324,66.9,0.6323,0.143,0.1909,0.05058,0.07578,74.25,381.15,5.469,1769.3,22.123,995.4,108.41,1829.1,625.5,705.5,1455.0,22.17
2022-12-07,3933.92,1806.901,11497.39,33597.92,573.1,2260.23,1611.67,164.99,837.76,1073.981,791.81,647.47,509.25,238.56,357.43,616.22,3330.02,2654.34,1957.78,3920.9,436.2,7489.19,27686.4,1948.31,1209.847,14261.19,6660.59,718.34,24241.35,8290.5,2088.43,7229.386,958.77,13078.98,18814.82,2382.81,14630.01,62410.68,2171.82,146.21875,122.484375,114.859375,109.1953125,102.6835938,128.31,164.5,142.64,120.89,107.03,138.6,107.65,122.02,149.15,96.645,100.53,92.675,112.31,536.5202,225.09,314.85,178.81,266.6499,500.782,376.9813,2237.52,1.0506,0.007319,1.2203,1.0629,0.096266,0.7324,67.335,0.6355,0.14352,0.1917,0.05082,0.07563,72.01,385.55,5.723,1785.5,22.71,1011.5,106.71,1831.9,627.75,727.0,1472.0,22.68
2022-12-08,3963.51,1818.29,11637.5,33781.48,573.96,2296.23,1626.07,164.16,842.55,1085.236,795.26,644.46,512.69,240.0,359.44,620.25,3347.15,2670.27,1961.62,3921.27,435.47,7472.17,27574.43,1941.5,1209.64,14264.56,6647.31,719.83,24207.42,8225.2,2091.88,7175.549,969.21,13099.59,19450.23,2371.08,14553.04,62570.68,2158.4,145.125,121.6875,114.1875,108.78125,102.5898438,127.73,164.44,142.74,121.06,107.01,138.51,107.42,121.72,149.06,96.635,100.745,92.6,112.35,535.7374,224.77,314.61,178.72,266.3108,501.4774,377.4185,2230.64,1.0556,0.007317,1.2234,1.0672,0.096778,0.7356,67.73,0.6377,0.1435,0.1917,0.05094,0.07589,71.46,388.05,5.962,1788.7,23.063,1014.6,109.22,1908.4,632.0,724.25,1486.25,22.29
2022-12-09,3934.38,1796.661,11563.33,33476.46,572.33,2281.8,1605.2,164.19,835.7,1079.62,789.18,629.47,507.77,239.51,357.73,619.36,3361.73,2662.86,1978.88,3942.62,439.13,7476.63,27901.01,1961.56,1208.063,14370.72,6677.64,724.17,24277.49,8289.2,2116.45,7213.182,978.28,13280.3,19900.87,2389.04,14705.43,62181.67,2145.61,142.5,120.953125,113.828125,108.6015625,102.5742188,127.18,160.02,140.52,119.01,106.52,135.47,106.43,116.56,148.99,96.703,100.66,92.45,112.9,533.475,223.91,311.58,178.63,264.7719,501.808,376.8997,2217.09,1.054,0.007323,1.2259,1.0705,0.096868,0.7329,68.05,0.641,0.14371,0.1906,0.05059,0.07684,71.02,387.6,6.245,1798.1,23.535,1036.2,111.28,1946.4,634.75,712.75,1483.75,22.83
2022-12-12,3990.56,1818.614,11706.44,34005.04,579.55,2331.38,1621.85,165.35,849.99,1083.791,797.34,645.12,512.32,241.66,365.85,622.59,3347.85,2683.56,1964.12,3921.82,436.98,7445.97,27842.33,1957.33,1211.899,14306.63,6650.55,720.69,24303.68,8258.9,2108.92,7180.832,963.58,13086.19,19463.63,2373.02,14612.59,62130.57,2085.87,142.3125,120.546875,113.59375,108.4453125,102.4726563,126.69,160.86,140.48,118.89,106.45,135.44,106.0,116.52,148.79,96.614,99.69,92.45,112.74,533.2695,223.78,311.43,178.58,264.7562,502.4352,377.0916,2216.4,1.0537,0.007264,1.2269,1.068,0.096784,0.7334,67.435,0.6382,0.14331,0.189,0.05036,0.07647,73.17,379.85,6.587,1780.5,23.22,1008.0,109.56,1861.7,641.25,733.0,1460.5,25.0
2022-12-13,4019.65,1832.362,11834.21,34108.64,581.26,2357.99,1626.3,168.16,853.02,1085.926,796.01,656.54,519.21,246.59,367.0,629.3,3377.82,2715.49,2008.98,3986.83,442.6,7502.89,27954.85,1965.68,1209.573,14497.89,6744.98,732.95,24636.94,8327.7,2140.7,7203.272,965.25,13104.67,19596.2,2372.4,14522.96,62533.3,2088.08,143.875,121.640625,114.53125,109.1484375,102.8007813,127.41,160.4,140.84,119.14,106.565,135.7,105.47,116.95,148.76,96.597,99.585,93.425,112.45,535.1527,224.29,312.58,178.86,266.1395,505.8344,379.4688,2229.61,1.0633,0.007375,1.2366,1.0771,0.097915,0.7383,68.595,0.6464,0.14383,0.1885,0.05121,0.07675,75.39,383.95,6.935,1813.9,23.801,1038.9,109.41,1914.3,643.75,728.75,1479.75,22.55
2022-12-14,3995.32,1820.454,11740.92,33966.35,573.74,2337.75,1628.65,166.72,851.42,1078.043,795.43,652.33,513.45,244.09,366.41,627.8,3383.6,2705.31,2013.56,3975.26,442.51,7495.93,28156.21,1977.42,1200.312,14460.2,6730.79,730.87,24573.93,8360.6,2139.03,7251.303,973.71,13184.67,19673.45,2399.25,14739.36,62677.91,2063.32,143.5625,121.640625,114.453125,109.1484375,102.8164063,127.76,157.1,140.45,119.12,106.58,135.24,104.79,116.41,148.2,96.633,100.07,93.125,113.02,535.7581,224.34,312.53,178.95,266.4891,506.2359,379.9661,2234.21,1.0682,0.007381,1.2426,1.0817,0.098433,0.7381,68.5,0.6456,0.14386,0.1891,0.05093,0.0772,77.28,387.5,6.43,1807.5,23.946,1038.7,109.38,1899.7,639.0,728.25,1482.25,21.14
2022-12-15,3895.75,1774.606,11345.22,33202.22,562.23,2249.46,1598.35,160.31,830.55,1058.81,782.22,648.88,497.94,240.96,361.77,612.72,3324.39,2636.91,1961.54,3835.7,429.91,7426.17,28051.7,1973.9,1183.03,13986.23,6522.77,707.6,23726.05,8218.8,2079.52,7204.781,960.22,13170.4,19368.59,2360.97,14734.13,61799.03,2043.57,144.8125,122.1875,114.703125,109.234375,102.8046875,128.04,155.0,138.65,117.88,106.11,133.24,105.67,113.79,148.0,96.603,99.95,93.15,113.18,534.7373,223.76,311.66,178.8,266.1272,504.5482,379.5258,2236.25,1.0628,0.007258,1.2178,1.0771,0.09668,0.7322,67.035,0.6344,0.14339,0.1882,0.05061,0.07674,76.11,376.3,6.97,1777.2,23.128,1013.2,111.17,1791.2,653.5,757.25,1473.5,22.83
2022-12-16,3852.36,1763.42,11243.72,32920.46,558.05,2220.94,1575.84,160.14,826.54,1040.396,778.1,640.28,495.88,233.82,355.76,606.13,3300.63,2606.01,1936.53,3804.02,424.74,7332.12,27527.12,1950.21,1172.696,13893.07,6452.63,700.0,23688.16,8112.5,2046.09,7148.675,957.3,13228.81,19450.67,2360.02,14528.55,61337.81,2049.41,143.75,121.875,114.671875,109.3359375,102.9023438,128.02,151.66,137.43,117.42,105.905,132.0,104.6,112.36,147.98,96.535,99.995,93.5,113.36,533.0277,223.04,309.0,178.79,265.1764,502.2985,378.1463,2232.11,1.0586,0.007321,1.2148,1.071,0.096044,0.73,66.94,0.6373,0.14344,0.1885,0.05056,0.07649,74.29,376.15,6.6,1790.0,23.151,1000.0,111.07,1684.2,653.0,753.5,1480.0,22.62
2022-12-19,3817.66,1738.581,11084.59,32757.54,556.76,2189.5,1570.16,156.64,822.28,1023.136,777.78,641.14,489.24,231.2,354.29,602.0,3275.65,2585.89,1930.27,3811.24,425.87,7361.31,27237.64,1935.41,1160.432,13942.87,6473.29,700.71,23683.54,8136.8,2047.98,7133.868,957.64,13063.17,19352.81,2352.17,14433.32,61806.19,2071.59,141.625,120.921875,114.046875,108.8359375,102.7734375,127.33,149.46,137.15,117.43,105.935,131.66,103.42,111.69,147.86,96.455,100.17,93.2,112.86,531.1183,222.3,306.22,178.74,263.8382,500.9589,376.8812,2219.86,1.0607,0.007304,1.2149,1.0769,0.096225,0.7327,67.225,0.6367,0.14329,0.1888,0.05052,0.07677,75.19,378.3,5.851,1787.7,23.029,987.7,109.46,1642.5,647.25,748.5,1460.75,22.42
2022-12-20,3821.62,1748.017,11072.42,32849.74,558.46,2192.93,1569.24,157.77,823.45,1011.567,777.64,650.86,492.42,230.58,354.51,602.98,3274.33,2592.86,1940.43,3802.49,424.18,7370.62,26568.03,1905.59,1167.083,13884.66,6450.43,697.25,23718.25,8185.2,2036.42,7024.269,951.08,12777.33,19094.8,2333.29,14170.03,61702.29,2130.9,138.90625,119.875,113.453125,108.6640625,102.7617188,125.71,145.54,135.91,116.92,105.79,130.15,102.13,110.75,146.14,96.255,100.115,92.775,112.4,528.0697,221.03,302.28,178.66,262.1495,499.4754,375.4938,2208.74,1.0624,0.007591,1.2183,1.0799,0.095945,0.7347,67.0,0.6347,0.14366,0.1922,0.0506,0.07748,76.09,379.75,5.326,1815.9,24.094,1013.0,110.12,1711.1,652.0,750.5,1478.5,21.48
2022-12-21,3878.44,1776.941,11235.88,33376.48,567.97,2229.68,1589.73,159.64,838.65,1027.582,784.02,663.17,496.54,232.69,359.32,610.14,3294.62,2626.92,1957.58,3872.15,431.44,7497.32,26387.72,1893.32,1181.469,14097.82,6580.24,709.58,24111.97,8302.3,2065.13,7115.091,952.98,12840.42,19160.49,2328.95,14234.4,61067.24,2140.02,138.9375,119.8125,113.5625,108.71875,102.8671875,125.47,145.22,135.88,116.87,105.765,130.13,102.44,111.16,145.76,96.255,100.25,93.35,111.81,528.5441,221.16,302.82,178.76,262.6226,501.6181,376.3622,2211.06,1.0605,0.00755,1.2082,1.0792,0.095935,0.7346,67.255,0.6296,0.14324,0.1923,0.05089,0.07779,78.29,380.6,5.332,1815.9,24.035,1002.0,110.95,1644.4,662.25,767.75,1481.0,20.07
2022-12-22,3822.39,1754.086,10956.14,33027.49,562.43,2173.04,1587.22,157.8,828.14,1000.968,781.76,647.84,491.86,231.75,357.04,604.39,3284.52,2595.25,1946.48,3823.29,427.26,7469.28,26507.87,1908.17,1168.647,13914.07,6517.97,700.4,23813.3,8272.1,2043.3,7152.5,964.06,12928.63,19679.22,2356.73,14442.94,60826.22,2145.28,139.40625,119.9375,113.546875,108.6953125,102.78125,124.84,143.86,135.31,116.66,105.695,129.55,102.36,110.83,146.25,96.185,100.295,93.475,112.55,528.0639,221.01,302.37,178.7,262.4592,501.0741,376.3026,2209.59,1.0596,0.007556,1.2038,1.074,0.095499,0.7322,66.78,0.6247,0.14316,0.1933,0.05112,0.07834,77.49,375.15,4.999,1787.0,23.476,984.6,110.93,1650.0,660.5,762.25,1467.75,21.97
2022-12-23,3844.82,1760.932,10985.45,33203.93,565.89,2175.54,1588.53,159.5,832.86,1008.097,785.87,668.33,495.38,233.8,360.8,605.79,3278.28,2605.19,1943.56,3817.01,427.45,7473.01,26235.25,1897.94,1177.816,13940.93,6504.9,701.06,23877.55,8269.1,2054.33,7107.689,954.78,12916.5,19593.06,2313.69,14271.63,59845.29,2194.18,137.09375,119.1875,113.078125,108.375,102.6953125,123.92,143.32,134.95,116.34,105.54,129.22,101.8,110.49,146.09,96.155,100.435,92.9,111.87,526.9093,220.56,300.86,178.62,261.6423,500.7621,375.727,2200.7,1.0617,0.007524,1.2053,1.0716,0.094946,0.7354,67.315,0.628,0.14306,0.1938,0.05162,0.07805,79.56,380.3,5.079,1795.9,23.764,1029.6,110.86,1710.2,666.25,776.0,1479.0,20.87
2022-12-26,3844.82,1760.932,10985.45,33203.93,565.89,2175.54,1588.53,159.5,832.86,1008.097,785.87,668.33,495.38,233.8,360.8,605.97,3286.84,2605.48,1944.32,3817.01,427.45,7473.01,26405.87,1902.52,1177.816,13940.93,6504.9,701.06,23877.55,8269.1,2054.33,7107.689,956.48,12869.82,19593.06,2317.14,14285.13,60566.42,2176.06,137.09375,119.1875,113.078125,108.375,102.6953125,123.92,143.32,134.95,116.34,105.54,129.22,101.8,110.49,145.89,96.155,100.19,92.825,111.05,526.8401,220.51,300.77,178.65,261.6609,500.7621,375.727,2200.7,1.0637,0.007526,1.2062,1.0729,0.095226,0.7363,67.315,0.6297,0.14362,0.1916,0.05154,0.07844,79.56,380.3,5.079,1795.9,23.764,1029.6,110.85,1710.2,666.25,776.0,1479.0,20.87
2022-12-27,3829.25,1749.516,10822.51,33241.56,565.7,2154.38,1584.31,157.62,835.58,991.5471,789.55,675.96,495.53,233.47,363.03,605.24,3301.59,2600.94,1950.83,3832.89,428.0,7473.01,26447.87,1910.15,1177.816,13995.1,6550.66,701.06,23855.86,8270.1,2067.61,7107.689,959.39,13027.31,19593.06,2332.79,14328.43,60927.43,2135.22,134.46875,118.09375,112.328125,107.96875,102.5078125,123.92,138.14,133.45,115.87,105.465,127.87,101.8,109.4,145.72,96.155,99.975,92.55,111.35,525.2832,219.99,298.87,178.57,260.4418,500.037,374.9675,2187.85,1.064,0.007491,1.2025,1.0764,0.095482,0.7395,67.545,0.6276,0.14368,0.1889,0.05132,0.07868,79.53,383.35,5.282,1814.8,24.04,1029.7,111.25,1804.5,674.75,774.5,1482.25,21.65
2022-12-28,3783.22,1722.021,10679.34,32875.71,563.33,2118.97,1574.23,155.24,824.6,983.0622,779.62,660.95,488.12,229.75,359.52,599.97,3283.34,2575.16,1943.3,3808.82,427.46,7497.19,26340.5,1909.02,1164.77,13925.6,6510.49,694.84,23770.44,8258.5,2052.76,7086.407,960.18,13016.72,19898.91,2280.45,14173.1,60910.28,2150.6,133.71875,117.859375,112.1875,108.0703125,102.5351563,122.47,138.14,133.52,115.92,105.495,127.81,101.43,109.15,145.66,95.94,100.05,92.75,110.61,523.7889,219.28,296.59,178.57,259.8796,498.2036,374.5805,2184.57,1.0612,0.007436,1.2018,1.0764,0.095438,0.7348,67.635,0.6311,0.14323,0.19,0.05146,0.07889,78.96,383.2,4.709,1807.9,23.663,1016.8,111.31,1763.2,682.75,785.5,1506.5,22.14
2022-12-29,3849.28,1766.25,10951.05,33220.8,571.41,2174.9,1590.7,159.41,834.7,1008.32,782.78,667.27,493.23,234.71,361.96,607.38,3303.8,2611.98,1955.48,3850.07,430.35,7512.72,26093.67,1895.27,1176.314,14071.72,6573.47,701.01,24056.55,8318.3,2075.31,7020.063,957.45,12928.41,19741.14,2236.4,14085.02,61133.88,2152.81,134.8125,118.34375,112.4375,108.140625,102.5859375,122.81,138.74,133.99,116.18,105.55,128.46,99.79,110.04,145.53,95.95,100.21,92.75,109.95,524.8059,219.48,297.38,178.63,260.6672,498.1689,374.8886,2190.79,1.0661,0.007517,1.2055,1.0832,0.095537,0.7381,68.055,0.6347,0.14359,0.1894,0.05136,0.07898,78.4,382.4,4.559,1826.0,24.25,1049.7,111.15,1816.4,679.5,774.0,1508.75,21.44
